選奨年度,選奨年NO,対象構造物,読み,受賞理由,都道府県,市町村,都道府県2,市町村2,竣工年,北緯,東経,行った回数,行った日,プレートの有無,施設1,所在地1,竣工年1,施設2,所在地2,竣工年2,施設3,所在地3,竣工年3,施設4,所在地4,竣工年4,施設5,所在地5,竣工年5,施設6,所在地6,竣工年6,施設7,所在地7,竣工年7,施設8,所在地8,竣工年8,施設9,所在地9,竣工年9,施設10,所在地10,竣工年10,施設11,所在地11,竣工年11,施設12,所在地12,竣工年12,施設13,所在地13,竣工年13,施設14,所在地14,竣工年14,施設15,所在地15,竣工年15
2011,18,被爆に耐えた装飾的橋梁―猿猴橋・京橋,ひばくにたえたそうしょくてききょうりょう―えんこうばし・きょうばし,花崗岩を多用した装飾的な橋梁で、原爆にも耐え、広島の街の復興を見とどけてきた土木遺産です。,広島県,広島県／広島市,,,猿猴橋：大正15年（1926年）,,,,,,猿猴橋,,大正15年（1926年）,京橋,,昭和2年（1927年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,19,高角橋,たかつのばし,全国的にも大規模で、かつ島根県では唯一のＲＣローゼ桁橋で、高津川に映る５連のアーチが美しい橋です。,島根県,島根県／益田市,,,昭和17年（1942年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,20,滝宮橋,たきのみやばし,高松と琴平を結ぶ交通の要所に架けられた、戦前では香川県内唯一の開腹アーチ橋であり、凝った意匠の高欄もそのまま残る貴重な橋です。,香川県,香川県／綾歌郡綾川町,,,昭和7年（1932年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,21,深浦水雷艇隊基地跡,ふかうらすいらいていたいきちあと,日本海軍初の要港部として設置された竹敷海軍要港部の一角をなし、特に、石ドックは誇るべき近代遺産です。,長崎県,長崎県／対馬市,,,明治29年（1896年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,22,長崎堤防,ながさきていぼう,暴れ川であった川内川左岸に位置する高江町に300haの水田を誕生させた土木工事の輝かしい成果を誇る堤防で、その形状は鋸の歯型というユニークさが際立っている江戸時代の土木遺産です。,鹿児島県,鹿児島県／薩摩川内市,,,貞享4年（1687年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1,岡山橋,おかやまばし,道内に現存する数少ない戦前の鋼道路橋（４橋）の１つであり、北海道で最初に架設されたソリッドリブ・タイドアーチ橋である。,北海道,北海道/岩見沢市東町,,,昭和11年（1936年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,万世大路,ばんせいたいろ,明治・昭和期の先端土木技術を駆使し、山形・福島両県の物流並びに人の交流と絆を育んだ歴史的地域資産である。,福島県,福島県/福島市上町～山形県/米沢市相生町,,,明治の新道開設：明治14年（1881年）、昭和の大改修：昭和12年（1937年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,駒沢給水所（配水塔・配水ポンプ所）,こまざわきゅうすいじょ（はいすいとう・はいすいぽんぷしょ）,独創的な意匠を持つ貴重な土木構造物であり、街のシンボルとして地域住民にとって愛着の深い施設である。,東京都,東京都/世田谷区,,,大正13年（1924年）：配水塔,,,,,,配水塔,世田谷区,大正13年（1924年）,配水ポンプ所,世田谷区,昭和8年（1933年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,4,山生橋梁,やもめきょうりょう,"""鉄道橋では日本初の鉄筋コンクリートＴ型梁形式の橋梁であり形式もアーチから桁・梁構造へと進化する記念碑的な意義を持つ構造物である。""",千葉県,千葉県/鴨川市,,,大正13年（1924年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,5,二ヶ領用水,にかりょうようすい,多摩川流域で最古で最大の農業用水であり、江戸時代に造られたもので用水の機能が現在まで残されている貴重な土木遺産である。,神奈川県,神奈川県/川崎市多摩区～幸区,,,慶長16年（1611年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,6,花貫川第一発電所　第三号水路橋,はなぬきがわだいいちはつでんしょ だいさんごうすいろきょう,アーチの導水路橋で我が国における初期のコンクリート橋であり、風光明媚な県立自然公園の中でめがね橋の愛称で親しまれている貴重な土木遺産である。,茨城県,茨城県/高萩市,,,大正8年（1919年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,前橋地先の利根川の護岸と水制工,まえばしちさきのとねがわのごがんとすいせいこう,前橋地先の利根川に現存する石堤、蛇篭、ケーソン基礎護岸と水制工は、特徴ある工法で洪水から河岸を守る貴重な土木遺産である。,群馬県,群馬県/前橋市、玉村町,,,明治30年代～昭和30年(1897年代～1955年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,8,新佐賀橋,しんさがばし,開腹式アーチ構造が美しく、親柱や高欄に装飾が施されており、同橋は川とのふれあいの場として、ランドマークになっている貴重な土木遺産である。,埼玉県,埼玉県/鴻巣市,,,昭和8年（1933年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,9,長潭橋,ながとろばし,県内に現存する戦前完成の3つのコンクリートアーチ道路橋のうち最古であり、景勝地「昇仙峡」観光の歴史を語る上で重要な土木遺産である。,山梨県,山梨県/甲府市平瀬町～甲斐市吉沢,,,大正14年（1925年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,10,加治川運河水門、土砂吐水門,かじがわうんがすいもん、どしゃばきすいもん,大正初期に治水対策として建設された分水路の水門で、当時の技術による美しい石造りと加治川の治水史を今に伝える貴重な土木遺産である。,新潟県,新潟県/新発田市真野原（加治川治水記念公園内）,,,大正3年（1914年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,11,東京動力機械製造株式会社地下工場跡,とうきょうどうりょくきかいせいぞうかぶしきがいしゃちかこうじょうあと,戦車製造の軍需工場として人力だけで建造された総延長600ｍの素掘り隧道群で、意匠・技術力を超越した迫力が感受される土木遺産である。,栃木県,栃木県/那須烏山市,,,昭和20年（1945年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,栃木県の防空関連施設群,とちぎけんのぼうくうかんれんしせつぐん,掩体壕3基と監視哨2基の県下現存防空関連施設群で、特異な時代体制下における土木技術の一つの役割を伝える希少性に富む遺産である。,栃木県,1)栃木県宇都宮市,,,1)昭和19年頃（1944年頃）,,,,,,1)栃木県宇都宮市,宇都宮市,1)昭和19年頃（1944年頃）,2)栃木県大田原市,大田原市,2)昭和19年頃（1944年頃）,3)栃木県那須烏山市,那須烏山市,3)昭和16年（1941年）,4)栃木県鹿沼市,鹿沼市,4)昭和16年（1941年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,13,長篠発電所の堰堤と取水路,ながしのはつでんしょのえんていとしゅすいろ,明治時代に建設された水力発電施設の導水部であり、天然岩と人造石による取水路から余水が連続的に流れ落ちる特色のある姿が遺っている。,愛知県,愛知県/新城市横川,,,明治45年（1912年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,14,長良大橋,ながらおおはし,昭和初期の失業対策事業として、岐阜・大垣間をつなぐ岐垣国道が建設された際に、要所とされた6連曲弦ワーレントラス橋がほぼそのまま遺っている。,岐阜県,岐阜県/岐阜市，大垣市墨俣町,,,昭和9年（1934年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,15,手取川霞堤,てどりがわかすみてい,手取川の扇状地上に築かれた前近代の治水技術を伝える大規模で貴重な土木遺産であり、見事な不連続堤を遺している。,石川県,石川県/能美市，能美郡川北町,,,不明（近世以前）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,16,浜中津橋,はまなかつばし,わが国初の鉄道橋に架設されたポニー型ワーレントラス桁を当時の形をほぼ残しつつ現在も道路橋として供用している貴重な土木遺産である。,大阪府,大阪府/大阪市北区,,,昭和10年（1935年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,17,堀川第一橋,ほりかわだいいちきょう,全国的にも非常に稀な石造真円アーチ橋であり、御所と二条城を結ぶ公儀橋を永久橋として架替えた京都の時代を映す貴重な土木遺産である。,京都府,京都府/京都市上京区,,,明治6年（1873年）（大正2年改修）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,18,徳佐川橋梁,とくさがわきょうりょう,現存する3つの鉄道用ラチス桁のうちの１つで、大型鋼板の入手が困難な時代に考案された形式が現役で使われている橋である。,山口県,山口県/山口市,,,大正11年（1922年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,19,建部井堰,たけべいせき,現存する日本最大の石造取水堰で、現役ながらも江戸期の石張が良好な状態で保たれている土木遺産である。,岡山県,岡山県/岡山市北区,,,享保6年（1721年）以前,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,20,石手川橋梁,いしてがわきょうりょう,開業時の軽便鉄道から普通軌道への改軌、電化、駅の設置等の変更を経ながら原位置にある鉄道用トラスとしては現役最古である。,愛媛県,愛媛県/松山市,,,明治25年（1892年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,21,煉瓦橋（横河原線・第２６号溝橋）,れんがばし（よこがわらせん・２６ごうこうきょう）,上部煉瓦の積み方の工夫により直交しない道路上へのアーチを実現しており120年経った今なお現役でその姿が市民に愛されている橋である。,愛媛県,愛媛県/松山市,,,明治25年（1892年）ごろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,22,キリズシのトンネル,きりずしのとんねる,明治３年に手掘りでつくられた珍しい矩形の断面を有するトンネルで、内部には当時の生活を知ることができる痕跡が残っている。,大分県,大分県/中津市三光上深水,,,明治３年（1870年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,23,綱ノ瀬橋梁,つなのせきょうりょう,戦前最大級のスパンを有するわが国初の鉄道用鉄筋コンクリート開腹アーチ橋であり、貴重な土木遺産である。,宮崎県,宮崎県/延岡市北方町～西臼杵郡日之影町,,,昭和12年（1937年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,24,山田堰,やまだぜき,"我が国、三大暴れ川のひとつである筑後川に、江戸時代に築造された総石張りの取水堰で,その形式は我が国唯一の傾斜堰床式石張堰である。",福岡県,福岡県/朝倉市山田,,,寛政2年（昭和55年大洪水のため復旧改修、空石積を練石積に変更）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,25,「馬の頭」水利施設,うまんかしら　すいりしせつ,松浦川の水面より高い水田に動力を使うことなくサイフォンの原理により揚水し耕作を可能にした、成富兵庫茂安によって造られた水利施設である。,佐賀県,佐賀県/伊万里市松浦,,,慶長16年（1611年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,覆蓋付緩速ろ過池（春光台配水場）,ふくがいつきかんそくろかち（しゅんこうだいはいすいじょう）,覆蓋付緩速ろ過池（春光台配水場）は、建設当時は日本最北の浄水施設であり、美しい煉瓦積アーチの覆蓋を設けたろ過池は、極寒地の水道施設の礎となった貴重な土木遺産であります。,北海道,北海道/旭川市,,,1913(大正2)年、[昭和43年配水池へ改修],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2,旧北炭幾春別炭鉱・錦坑の炭鉱施設群,きゅうほくたんいくしゅんべつたんこう・にしきこうのたんこうしせつぐん,旧北炭幾春別炭鉱・錦坑の炭鉱施設群は、北海道内現存最古の立坑櫓を含む立坑や坑口等、北海道開拓の原点である石炭産業を土木技術が支えたことを示す貴重な遺構群であります。,北海道,北海道/三笠市,,,1920(大正9)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3,三本木原開拓施設群－稲生川穴堰、十和田市市街地,さんぼんぎはらかいたくしせつぐん,三本木原開拓施設群は、幕末期より始まった十和田市周辺地域の発展の礎であることはもとより、東北、北海道開発の嚆矢に位置する貴重な土木遺産であります。,青森県,青森県/十和田市,,,稲生川上水：1859（安政6）年,,,,,,稲生川上水：1859（安政6）年,,,市街地形成：1860（万延元）年以降,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,閘門橋,こうもんばし ,閘門橋は、明治時代に建造された都内に現存する数少ないレンガアーチ橋であり、上流側と下流側でアーチの門数が異なる非常に珍しい構造の橋梁だけでなく、樋門としても貴重な土木遺産であります。,東京都,東京都/葛飾区,,,1909(明治42)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,5,長生橋,ちょうせいばし,長生橋は、昭和初期に建設された、今では数少ない下路式ゲルバー鋼構橋で、優美な十三連の上曲弦トラスが特徴的である貴重な土木遺産であります。,新潟県,新潟県/長岡市,,,1937(昭和12)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,6,所野第一発電所外山原取水施設,ところのだいいちはつでんしょとやまはらしゅすいしせつ,所野第一発電所外山原取水施設は、現存する現役最古の発電用堰堤とその関連施設で、本邦水力発電の黎明期の様相とともに時間流砂の深みが息づく貴重な土木遺産であります。,栃木県,栃木県/日光市,,,1897（明治30）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,7,柳瀬橋,やなせばし,柳瀬橋は、昭和初期に架橋された７連の鋼ポニートラス構造の橋梁で、鋼橋の技術的な発展を現在に伝える貴重な橋である。,群馬県,群馬県/高崎市岩鼻町から藤岡市中島町,,,1930(昭和5)年架橋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,8,神田下水,かんだげすい,神田下水は、レンガ積みで明治17年から18年に建設され、現在も一部が機能を果しているわが国初の近代下水道であります。,東京都,東京都/千代田区,,,1885(明治18)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,9,神奈川県営水道施設群（記念館他）,かながわけんえいすいどうしせつぐん,神奈川県営水道施設群は、湘南地域１市９町に創設され、現在は12市6町に拡大した我が国初の県営広域水道の歴史を永く県民に伝える貴重な土木遺産であります。,神奈川県,神奈川県/高座郡寒川町他,,,1935(昭和10)年[水道記念館、昭和59年改修],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,10,鹿島橋,かじまばし,鹿島橋は、現存する戦前の最大スパンの上曲弦カンチレバートラスで、遠州南北の要衝にあり、いまでも天竜路の入り口として役割を果たす橋であります。,静岡県,静岡県/浜松市,,,1937(昭和12)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,11,千垣橋梁,ちがききょうりょう,千垣橋梁は、常願寺川の県営電源開発事業の一環として、小池啓吉の設計により架けられた鋼スパンドレルブレーストアーチの美しい鉄道橋であります。,富山県,富山県/中新川郡立山町、富山市,,,1937(昭和12)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
